,date,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max
224,2014-08-13 04:00:00+00:00,81.3776,69.9476,0.14173228,12.451071
225,2014-08-14 04:00:00+00:00,75.8876,61.667595,0.0,10.054065
226,2014-08-15 04:00:00+00:00,75.4376,57.9776,0.0,10.22189
227,2014-08-16 04:00:00+00:00,79.3976,57.7976,0.0,7.791057
228,2014-08-17 04:00:00+00:00,80.4776,62.6576,0.0,10.24634
229,2014-08-18 04:00:00+00:00,82.1876,60.0476,0.0,7.9342575
230,2014-08-19 04:00:00+00:00,83.3576,63.017597,0.0,6.2395864
231,2014-08-20 04:00:00+00:00,83.0876,67.6076,0.0,6.4524946
232,2014-08-21 04:00:00+00:00,83.987595,67.4276,0.14960629,7.0029173
233,2014-08-22 04:00:00+00:00,80.9276,68.3276,0.1968504,6.7147274
234,2014-08-23 04:00:00+00:00,74.8076,65.26759,0.11811024,7.8295
235,2014-08-24 04:00:00+00:00,77.5076,61.9376,0.0,7.2831445
236,2014-08-25 04:00:00+00:00,83.5376,59.4176,0.0,4.6116934
237,2014-08-26 04:00:00+00:00,86.0576,63.6476,0.0,6.9346995
238,2014-08-27 04:00:00+00:00,87.3176,64.9076,0.0,6.085298
239,2014-08-28 04:00:00+00:00,81.8276,68.2376,0.0,10.871913
240,2014-08-29 04:00:00+00:00,78.76759,58.967598,0.0,7.927948
241,2014-08-30 04:00:00+00:00,78.0476,60.3176,0.0,7.546353
242,2014-08-31 04:00:00+00:00,88.667595,70.667595,0.63779527,11.393337
243,2014-09-01 04:00:00+00:00,86.8676,72.917595,0.36220467,6.711
244,2014-09-02 04:00:00+00:00,89.1176,73.457596,0.007874016,9.71229
245,2014-09-03 04:00:00+00:00,83.1776,69.6776,0.0,8.770067
246,2014-09-04 04:00:00+00:00,85.1576,64.3676,0.0,6.5830164
247,2014-09-05 04:00:00+00:00,86.3276,69.4976,0.031496063,6.154799
248,2014-09-06 04:00:00+00:00,90.917595,74.8976,0.08661417,9.678741
249,2014-09-07 04:00:00+00:00,78.8576,64.5476,0.051181104,10.774819
250,2014-09-08 04:00:00+00:00,74.8076,64.0076,0.003937008,11.417469
251,2014-09-09 04:00:00+00:00,74.1776,65.5376,0.0,12.309598
252,2014-09-10 04:00:00+00:00,77.957596,63.107597,0.0,8.686937
253,2014-09-11 04:00:00+00:00,83.26759,66.9776,0.0,13.407079
254,2014-09-12 04:00:00+00:00,76.9676,62.4776,0.0,8.795707
255,2014-09-13 04:00:00+00:00,69.4976,59.3276,0.33070865,9.212529
256,2014-09-14 04:00:00+00:00,68.1476,51.5876,0.0,8.643624
257,2014-09-15 04:00:00+00:00,70.667595,50.3276,0.0,5.751309
258,2014-09-16 04:00:00+00:00,72.5576,57.0776,0.1023622,7.8582087
259,2014-09-17 04:00:00+00:00,71.8376,55.1876,0.0,5.0020843
260,2014-09-18 04:00:00+00:00,73.457596,55.0076,0.0,5.751309
261,2014-09-19 04:00:00+00:00,70.4876,55.2776,0.0,9.745724
262,2014-09-20 04:00:00+00:00,77.597595,57.7976,0.0,9.398062
263,2014-09-21 04:00:00+00:00,79.1276,62.8376,0.0,8.562189
264,2014-09-22 04:00:00+00:00,70.3976,58.3376,0.0,13.129874
265,2014-09-23 04:00:00+00:00,70.4876,49.0676,0.0,6.1710396
266,2014-09-24 04:00:00+00:00,70.5776,52.7576,0.0,12.376494
267,2014-09-25 04:00:00+00:00,65.9876,58.1576,0.3700787,13.735253
268,2014-09-26 04:00:00+00:00,76.2476,53.1176,0.0,7.6451745
269,2014-09-27 04:00:00+00:00,81.4676,55.8176,0.0,6.9670963
270,2014-09-28 04:00:00+00:00,82.3676,56.8976,0.0,6.0191517
271,2014-09-29 04:00:00+00:00,78.4976,60.857597,0.0,5.3781123
272,2014-09-30 04:00:00+00:00,77.0576,61.0376,0.003937008,8.518242
273,2014-10-01 04:00:00+00:00,69.9476,62.0276,0.0,7.765322
274,2014-10-02 04:00:00+00:00,69.0476,60.4076,0.003937008,6.9670963
275,2014-10-03 04:00:00+00:00,71.3876,56.6276,0.003937008,9.556468
276,2014-10-04 04:00:00+00:00,67.1576,54.557602,0.37401575,13.30592
277,2014-10-05 04:00:00+00:00,60.7676,45.0176,0.0,11.60656
278,2014-10-06 04:00:00+00:00,70.0376,47.0876,0.0,12.642513
279,2014-10-07 04:00:00+00:00,72.6476,60.2276,0.031496063,12.211643
280,2014-10-08 04:00:00+00:00,72.8276,60.2276,0.12992126,13.647533
281,2014-10-09 04:00:00+00:00,69.2276,51.3176,0.0,12.766588
282,2014-10-10 04:00:00+00:00,63.8276,50.5976,0.0,5.538552
283,2014-10-11 04:00:00+00:00,57.3476,50.417603,0.54724413,7.6876025
284,2014-10-12 04:00:00+00:00,62.6576,45.4676,0.0,6.7147274
285,2014-10-13 04:00:00+00:00,65.3576,51.2276,0.047244094,7.4361324
286,2014-10-14 04:00:00+00:00,76.8776,62.4776,0.0,13.885627
287,2014-10-15 04:00:00+00:00,76.0676,68.957596,1.015748,17.54869
288,2014-10-16 04:00:00+00:00,69.4976,59.7776,0.5669291,11.931831
289,2014-10-17 04:00:00+00:00,69.76759,55.0076,0.0,11.231878
290,2014-10-18 04:00:00+00:00,68.7776,56.1776,0.0,13.618169
291,2014-10-19 04:00:00+00:00,55.5476,44.5676,0.0,13.914429
